id_cliente,nombre,email,edad,ciudad,salario,fecha_registro,categoria,telefono,activo,puntos_fidelidad,ultima_compra
172,Cliente_172,correo_no_valido,17.0,NULL,-7028.143738264625,2024-12-11 22:25:26.826943,INVALID,+34 650877374,No,NULL,2024-10-06 22:25:26.834944
173,Cliente_173,cliente173@email.com,34.0,Valencia,43296.722955243895,2023-02-27 22:25:26.826943,F,+34 686566339,True,-1,2024-01-31 22:25:26.834944
174,Cliente_174,cliente174@email.com,,Barcelona,-4409.645100503782,2023-13-45,B,+34 665055568,1,NULL,2024-08-15 22:25:26.834944
175,Cliente_175,cliente175@email.com,50.0,Barcelona,52142.19166080099,2024-02-13 22:25:26.826943,INVALID,+34 641321256,False,NULL,2025-05-15 22:25:26.834944
176,Cliente_176,cliente176@email.com,33.0,Málaga,46253.77351113448,2021-05-18 22:25:26.826943,F,+34 608830852,True,NULL,2024-04-06 22:25:26.834944
177,Cliente_177,cliente177@email.com,veinticinco,Valencia,56613.18756207031,2016-06-12 22:25:26.826943,A,+34 657731487,1,NULL,2025-10-03 22:25:26.834944
178,Cliente_178,cliente178@email.com,34.0,NULL,33903.9833755159,2018-04-08 22:25:26.826943,INVALID,+34 663750869,False,300,2025-09-17 22:25:26.834944
179,Cliente_179,cliente179@email.com,66.0,Bilbao,24579.21349227243,2017-05-20 22:25:26.826943,F,+34 634045431,No,300,2025-06-26 22:25:26.834944
180,Cliente_180,cliente180@email.com,47.0,Bilbao,23248.48299464664,2025-02-02 22:25:26.826943,C,+34 613200674,False,200,2024-11-16 22:25:26.834944
181,Cliente_181,cliente181@email.com,54.0,Barcelona,21806.097434536543,2023-12-19 22:25:26.826943,INVALID,+34 639755285,0,NULL,2024-02-20 22:25:26.834944
182,Cliente_182,cliente182@email.com,veinticinco,Desconocido,44716.02980512054,2025-07-10 22:25:26.826943,INVALID,+34 631802560,Sí,100,2024-04-01 22:25:26.834944
183,Cliente_183,cliente183@email.com,15.0,Desconocido,-6324.245930707024,2023-06-26 22:25:26.826943,G,+34 631148181,False,500,2025-09-06 22:25:26.834944
184,Cliente_184,cliente184@email.com,25.0,Valencia,837197.8961362344,2020-05-09 22:25:26.826943,E,+34 608796015,Sí,200,2025-07-20 22:25:26.834944
185,Cliente_185,correo_no_valido,71.0,Valencia,19167.280381095417,2023-12-11 22:25:26.826943,G,+34 668412170,False,100,2024-12-08 22:25:26.834944
186,Cliente_186,cliente186@email.com,64.0,NULL,69438.18946950408,2017-03-07 22:25:26.826943,INVALID,+34 672598476,Sí,NULL,2023-12-21 22:25:26.834944
187,Cliente_187,cliente187@email.com,37.0,Málaga,43685.619209443044,2022-10-24 22:25:26.826943,E,+34 692695290,0,N/A,2024-10-16 22:25:26.834944
188,Cliente_188,cliente188@email.com,,Sevilla,6034.3212033988675,2019-05-07 22:25:26.826943,F,+34 641999675,No,NULL,2025-05-25 22:25:26.834944
189,,cliente189@email.com,56.0,Bilbao,22256.159760943094,2017-08-08 22:25:26.826943,B,+34 615599691,1,300,2025-01-21 22:25:26.834944
190,Cliente_190,cliente190@email.com,veinticinco,Málaga,43976.64146113058,2023-13-45,B,+34 613984342,Sí,500,2025-08-24 22:25:26.834944
191,Cliente_191,cliente191@email.com,30.0,Madrid,18006.91618150974,2020-12-06 22:25:26.826943,INVALID,+34 695137037,0,-1,2024-08-06 22:25:26.834944
192,Cliente_192,cliente192@email.com,74.0,Bilbao,35273.219382388335,2017-04-09 22:25:26.826943,C,+34 602343136,Sí,500,2024-04-15 22:25:26.834944
193,Cliente_193,cliente193@email.com,16.0,Málaga,44261.94450504222,2025-06-02 22:25:26.826943,A,+34 699825914,No,-1,2024-10-02 22:25:26.834944
194,Cliente_194,cliente194@email.com,15.0,Bilbao,-20826.4212398459,2020-08-20 22:25:26.826943,F,+34 604422888,Sí,500,2024-06-06 22:25:26.834944
195,Cliente_195,cliente195@email.com,62.0,Sevilla,28379.434503161243,2021-12-06 22:25:26.826943,E,+34 645507400,0,300,2025-10-08 22:25:26.834944
196,Cliente_196,cliente196@email.com,26.0,Madrid,28968.137303476826,2023-13-45,INVALID,+34 613710025,0,-1,2024-12-25 22:25:26.834944
197,Cliente_197,cliente197@email.com,51.0,Desconocido,23818.913164743157,2024-12-23 22:25:26.826943,F,+34 652052092,True,100,2025-06-30 22:25:26.834944
198,Cliente_198,cliente198@email.com,46.0,Desconocido,34525.42702419061,2022-12-04 22:25:26.826943,INVALID,+34 616862382,No,-1,2024-09-21 22:25:26.834944
199,Cliente_199,cliente199@email.com,23.0,Sevilla,39862.79411243812,2025-07-21 22:25:26.826943,C,+34 658405956,True,200,2024-04-17 22:25:26.834944
200,Cliente_200,cliente200@email.com,veinticinco,NULL,32130.76416486914,2020-07-27 22:25:26.826943,D,+34 665320191,No,100,No registrada
201,Cliente_201,cliente201@email.com,62.0,Madrid,24392.589089258516,2020-08-07 22:25:26.826943,D,+34 645922006,Sí,200,2025-04-29 22:25:26.834944
202,Cliente_202,correo_no_valido,17.0,Barcelona,39489.319496764045,2022-07-05 22:25:26.826943,C,+34 647001629,0,NULL,2023-12-06 22:25:26.834944
203,Cliente_203,cliente203@email.com,34.0,Málaga,30735.801139115356,2023-13-45,E,+34 617075099,True,500,2023-11-18 22:25:26.834944
204,Cliente_204,cliente204@email.com,38.0,Madrid,26539.493802067827,2016-09-01 22:25:26.826943,G,+34 623627745,Sí,100,2024-07-07 22:25:26.834944
205,Cliente_205,cliente205@email.com,68.0,NULL,10315.809219916213,2019-04-07 22:25:26.826943,C,+34 663077612,0,500,2024-08-10 22:25:26.834944
206,Cliente_206,cliente206@email.com,veinticinco,NULL,6560.178221008824,2017-06-14 22:25:26.826943,INVALID,+34 612541175,No,NULL,2024-05-29 22:25:26.834944
207,Cliente_207,cliente207@email.com,38.0,Sevilla,10031.553109288943,2020-12-26 22:25:26.826943,E,+34 651087727,0,N/A,2024-11-14 22:25:26.834944
208,Cliente_208,cliente208@email.com,50.0,Bilbao,34174.93591830322,2020-06-21 22:25:26.826943,B,+34 620410862,Sí,500,2024-01-15 22:25:26.834944
209,Cliente_209,cliente209@email.com,52.0,Madrid,28813.818785904725,2018-03-24 22:25:26.826943,C,+34 631280152,True,NULL,2024-03-16 22:25:26.834944
210,Cliente_210,cliente210@email.com,39.0,Málaga,7795.7385268880535,2021-06-13 22:25:26.826943,E,+34 668552265,True,500,2025-07-26 22:25:26.834944
211,Cliente_211,cliente211@email.com,32.0,Madrid,39688.767386907166,2023-11-25 22:25:26.826943,C,+34 698632397,0,NULL,2024-02-26 22:25:26.834944
212,Cliente_212,cliente212@email.com,veinticinco,Valencia,50614.64269768643,2023-13-45,C,+34 623547369,Sí,200,2024-04-24 22:25:26.834944
213,Cliente_213,cliente213@email.com,49.0,Bilbao,21022.595749254964,2024-01-22 22:25:26.826943,G,+34 692890104,False,NULL,2024-04-26 22:25:26.834944
214,Cliente_214,cliente214@email.com,75.0,Málaga,3885.2721394743894,2017-12-23 22:25:26.826943,G,+34 612479981,No,-1,2025-01-29 22:25:26.834944
215,Cliente_215,cliente215@email.com,55.0,Desconocido,19363.10422647131,2023-04-01 22:25:26.826943,INVALID,+34 677755705,No,N/A,2023-12-11 22:25:26.834944
216,Cliente_216,cliente216@email.com,47.0,Málaga,42816.90940192041,2023-13-45,E,+34 627898230,Sí,500,2023-12-05 22:25:26.834944
217,Cliente_217,cliente217@email.com,47.0,Barcelona,38227.94787802161,2019-12-18 22:25:26.826943,E,+34 671264168,False,NULL,2024-02-16 22:25:26.834944
218,Cliente_218,cliente218@email.com,28.0,Sevilla,16163.509709827817,2018-08-16 22:25:26.826943,A,+34 690801176,True,NULL,2024-06-30 22:25:26.834944
219,Cliente_219,cliente219@email.com,35.0,Barcelona,52817.58206647113,2019-06-18 22:25:26.826943,C,+34 623487821,1,500,2025-02-21 22:25:26.834944
220,Cliente_220,cliente220@email.com,,Málaga,50224.20098889598,2019-02-17 22:25:26.826943,D,+34 614495074,1,N/A,2024-10-18 22:25:26.834944
221,Cliente_221,cliente221@email.com,34.0,Bilbao,19004.909050850383,2022-09-27 22:25:26.826943,C,+34 637363827,Sí,N/A,2024-05-10 22:25:26.834944
222,Cliente_222,cliente222@email.com,22.0,Madrid,18850.6499555255,2023-12-04 22:25:26.826943,C,+34 699313711,False,NULL,2025-02-12 22:25:26.834944
223,Cliente_223,cliente223@email.com,21.0,Desconocido,260722.66642930277,2019-09-09 22:25:26.826943,E,+34 629073121,False,100,2024-03-03 22:25:26.834944
224,Cliente_224,correo_no_valido,veinticinco,Madrid,22390.00836917181,2016-08-07 22:25:26.826943,C,+34 661449993,No,200,2024-12-09 22:25:26.834944
225,Cliente_225,cliente225@email.com,47.0,Bilbao,44258.070118926655,2020-04-04 22:25:26.826943,F,+34 664694370,True,N/A,2025-07-11 22:25:26.834944
226,Cliente_226,cliente226@email.com,62.0,Málaga,36379.93590714891,2019-05-04 22:25:26.826943,C,+34 669768650,0,N/A,2025-01-31 22:25:26.834944
227,Cliente_227,cliente227@email.com,73.0,NULL,43156.18154025881,2019-10-24 22:25:26.826943,F,+34 675810388,False,300,2024-07-03 22:25:26.834944
228,Cliente_228,cliente228@email.com,36.0,Madrid,40103.4771478005,2024-04-30 22:25:26.826943,G,+34 696410004,0,-1,2025-01-26 22:25:26.834944
229,Cliente_229,cliente229@email.com,44.0,NULL,55717.90602290598,2024-09-24 22:25:26.826943,D,+34 646177493,1,N/A,2025-02-01 22:25:26.834944
230,Cliente_230,cliente230@email.com,52.0,Madrid,14109.216842862894,2024-07-29 22:25:26.826943,INVALID,+34 625514668,0,200,2023-11-15 22:25:26.834944
231,Cliente_231,cliente231@email.com,65.0,Madrid,35705.37795575874,2019-11-15 22:25:26.826943,E,+34 644923382,True,-1,2024-12-10 22:25:26.834944
232,Cliente_232,cliente232@email.com,68.0,Desconocido,-2607.3188435204647,2018-01-25 22:25:26.826943,C,+34 662344912,True,-1,2025-04-06 22:25:26.834944
233,,cliente233@email.com,22.0,Sevilla,10245.666388547124,2023-06-13 22:25:26.826943,F,+34 654654399,0,500,2023-11-07 22:25:26.834944
234,Cliente_234,cliente234@email.com,41.0,Sevilla,28877.199210977295,2025-08-11 22:25:26.826943,F,+34 686817611,Sí,500,2024-04-30 22:25:26.834944
235,Cliente_235,cliente235@email.com,41.0,Valencia,36273.09919131804,2021-12-11 22:25:26.826943,G,+34 620101240,False,500,2025-10-08 22:25:26.834944
236,Cliente_236,correo_no_valido,35.0,Barcelona,28472.763869556456,2018-03-03 22:25:26.826943,F,+34 657455401,Sí,500,2025-10-07 22:25:26.834944
237,Cliente_237,cliente237@email.com,44.0,Bilbao,21492.11371780983,2018-07-07 22:25:26.826943,INVALID,+34 688761297,0,300,2023-12-02 22:25:26.834944
238,Cliente_238,cliente238@email.com,42.0,Bilbao,24158.731837604435,2017-02-17 22:25:26.826943,B,+34 683204149,False,N/A,2025-08-12 22:25:26.834944
239,Cliente_239,cliente239@email.com,78.0,Bilbao,50541.61464636156,2025-03-27 22:25:26.826943,A,+34 634968906,No,500,2023-12-22 22:25:26.834944
240,Cliente_240,cliente240@email.com,veinticinco,Valencia,24239.51733179789,2018-09-20 22:25:26.826943,INVALID,+34 659073295,Sí,NULL,2024-09-16 22:25:26.834944
241,Cliente_241,cliente241@email.com,62.0,Sevilla,56238.62433065292,2022-01-11 22:25:26.826943,D,+34 649176816,Sí,100,2025-05-20 22:25:26.834944
242,Cliente_242,cliente242@email.com,33.0,Málaga,913216.3465820863,2017-01-10 22:25:26.826943,INVALID,+34 641604850,0,500,2023-12-04 22:25:26.834944
243,Cliente_243,cliente243@email.com,18.0,NULL,36863.06019222346,2025-07-14 22:25:26.826943,G,+34 676858897,1,N/A,2025-05-18 22:25:26.834944
244,Cliente_244,cliente244@email.com,49.0,Desconocido,12096.046345185066,2024-02-27 22:25:26.826943,G,+34 661010402,0,500,2025-03-19 22:25:26.834944
245,Cliente_245,correo_no_valido,78.0,NULL,44028.5724209944,2021-07-05 22:25:26.826943,INVALID,+34 653289146,Sí,300,2024-03-04 22:25:26.834944
246,Cliente_246,correo_no_valido,63.0,Málaga,22593.441333772513,2017-09-14 22:25:26.826943,C,+34 689130841,False,200,2024-11-01 22:25:26.834944
247,Cliente_247,cliente247@email.com,31.0,Desconocido,12083.403629914505,2016-01-29 22:25:26.826943,B,+34 639754383,1,200,2024-05-24 22:25:26.834944
248,Cliente_248,cliente248@email.com,,Valencia,37692.65419619066,2016-01-18 22:25:26.826943,C,+34 648544005,0,N/A,2024-01-26 22:25:26.834944
249,Cliente_249,cliente249@email.com,44.0,Málaga,9180.809091501906,2024-07-16 22:25:26.826943,C,+34 601569720,0,NULL,2024-05-14 22:25:26.834944
250,Cliente_250,cliente250@email.com,60.0,Bilbao,18566.378068056267,2017-12-11 22:25:26.826943,INVALID,+34 626293611,Sí,200,2024-05-28 22:25:26.834944
251,,correo_no_valido,20.0,Barcelona,29848.261327966327,2020-08-07 22:25:26.826943,E,+34 605181930,Sí,200,No registrada
252,Cliente_252,cliente252@email.com,51.0,Madrid,63276.32136172091,2023-13-45,E,+34 638689071,No,100,2024-01-28 22:25:26.834944
253,Cliente_253,cliente253@email.com,38.0,NULL,19696.263663112688,2019-01-30 22:25:26.826943,E,+34 643878697,0,N/A,2025-07-20 22:25:26.834944
254,,cliente254@email.com,60.0,Sevilla,23126.75221049137,2020-07-31 22:25:26.826943,B,+34 687457467,Sí,NULL,2023-12-15 22:25:26.834944
255,Cliente_255,correo_no_valido,67.0,Sevilla,40985.17581632468,2018-04-19 22:25:26.826943,C,+34 697428812,True,N/A,No registrada
256,Cliente_256,correo_no_valido,veinticinco,Valencia,11425.56467435931,2022-01-12 22:25:26.826943,A,+34 615955843,1,200,2025-06-23 22:25:26.834944
257,Cliente_257,cliente257@email.com,77.0,Desconocido,36642.09571531373,2016-08-30 22:25:26.826943,D,+34 621691366,True,200,2024-05-18 22:25:26.834944
258,,cliente258@email.com,46.0,Sevilla,48088.90211424882,2016-08-27 22:25:26.826943,E,+34 626875637,1,200,2025-02-07 22:25:26.834944
259,Cliente_259,cliente259@email.com,47.0,Bilbao,25393.57672933348,2025-09-24 22:25:26.826943,E,+34 655614081,0,-1,2024-09-17 22:25:26.834944
260,Cliente_260,cliente260@email.com,,NULL,45392.31422095298,2020-05-30 22:25:26.826943,G,+34 617686426,No,300,2023-12-31 22:25:26.834944
261,Cliente_261,cliente261@email.com,,Málaga,34371.74884817709,2019-09-19 22:25:26.826943,C,+34 694226714,Sí,500,2024-02-23 22:25:26.834944
262,Cliente_262,cliente262@email.com,68.0,Bilbao,19039.77054294329,2016-12-24 22:25:26.826943,C,+34 615340110,Sí,300,2025-10-16 22:25:26.834944
263,Cliente_263,cliente263@email.com,72.0,Valencia,27032.929711552406,2023-02-13 22:25:26.826943,B,+34 692307454,Sí,N/A,2025-07-09 22:25:26.834944
264,Cliente_264,cliente264@email.com,60.0,Bilbao,24303.63990029637,2020-04-30 22:25:26.826943,B,+34 606240327,0,100,2025-06-12 22:25:26.834944
265,Cliente_265,cliente265@email.com,38.0,Málaga,28685.426132752837,2015-12-18 22:25:26.826943,E,+34 629915838,1,500,2023-11-17 22:25:26.834944
266,Cliente_266,cliente266@email.com,46.0,Barcelona,32290.768488297428,2023-13-45,C,+34 656620918,Sí,100,2024-05-01 22:25:26.834944
267,Cliente_267,cliente267@email.com,veinticinco,Valencia,38822.99902457785,2017-06-02 22:25:26.826943,A,+34 679966125,True,NULL,2024-01-07 22:25:26.834944
268,Cliente_268,cliente268@email.com,37.0,Barcelona,37630.02374380703,2025-01-17 22:25:26.826943,D,+34 629839934,Sí,-1,2023-12-16 22:25:26.834944
269,Cliente_269,cliente269@email.com,41.0,Madrid,-6475.703568932222,2019-01-18 22:25:26.826943,INVALID,+34 682992103,0,N/A,2024-09-07 22:25:26.834944
270,Cliente_270,cliente270@email.com,,Barcelona,28540.3771684196,2018-12-11 22:25:26.826943,C,+34 685346315,No,-1,2024-10-30 22:25:26.834944
271,Cliente_271,cliente271@email.com,31.0,Madrid,7358.67129889856,2016-12-07 22:25:26.826943,G,+34 618235532,True,N/A,2024-01-27 22:25:26.834944
272,,cliente272@email.com,47.0,Madrid,25864.09121299011,2016-10-01 22:25:26.826943,INVALID,+34 685313277,Sí,100,2024-04-24 22:25:26.834944
273,Cliente_273,cliente273@email.com,23.0,Barcelona,28143.1561828362,2018-07-07 22:25:26.826943,C,+34 630436906,Sí,100,2025-09-14 22:25:26.834944
274,Cliente_274,cliente274@email.com,57.0,Valencia,44642.22537127064,2025-01-28 22:25:26.826943,F,+34 613022270,False,100,No registrada
275,Cliente_275,cliente275@email.com,62.0,Desconocido,29548.267993498506,2017-10-31 22:25:26.827944,B,+34 623916796,1,N/A,2025-07-20 22:25:26.834944
276,Cliente_276,cliente276@email.com,53.0,Málaga,33888.2702751489,2024-04-01 22:25:26.827944,G,+34 621709264,True,200,2025-04-01 22:25:26.834944
277,Cliente_277,cliente277@email.com,,Bilbao,41895.84570986144,2023-06-24 22:25:26.827944,D,+34 631478135,False,100,2024-01-15 22:25:26.834944
278,Cliente_278,cliente278@email.com,40.0,Bilbao,48416.2838972895,2025-02-22 22:25:26.827944,E,+34 640322851,No,-1,2024-09-04 22:25:26.834944
279,Cliente_279,cliente279@email.com,64.0,Málaga,28154.791149646342,2025-05-06 22:25:26.827944,G,+34 620638676,1,NULL,2025-08-23 22:25:26.834944
280,Cliente_280,cliente280@email.com,39.0,NULL,31412.69162520613,2023-12-23 22:25:26.827944,C,+34 606918863,True,500,2024-08-14 22:25:26.834944
281,Cliente_281,cliente281@email.com,38.0,NULL,30150.349533633806,2023-08-01 22:25:26.827944,E,+34 624693539,Sí,N/A,2025-05-01 22:25:26.834944
282,Cliente_282,cliente282@email.com,27.0,Madrid,21861.015533533857,2016-01-14 22:25:26.827944,C,+34 653938971,True,-1,2025-08-25 22:25:26.834944
283,Cliente_283,cliente283@email.com,74.0,Madrid,18463.271648364156,2023-12-04 22:25:26.827944,E,+34 682932341,Sí,300,2025-06-06 22:25:26.834944
284,Cliente_284,correo_no_valido,21.0,Valencia,-4078.2887463890293,2018-09-07 22:25:26.827944,D,+34 606257838,1,NULL,2025-03-02 22:25:26.834944
285,Cliente_285,cliente285@email.com,71.0,Sevilla,13850.085982135055,2022-02-22 22:25:26.827944,B,+34 626099300,Sí,300,2024-05-14 22:25:26.834944
286,Cliente_286,cliente286@email.com,50.0,Barcelona,3320.5375018529485,2022-01-22 22:25:26.827944,D,+34 690301341,No,500,2024-01-21 22:25:26.834944
287,Cliente_287,cliente287@email.com,59.0,Madrid,48827.977266798785,2021-04-04 22:25:26.827944,F,+34 683744525,0,200,2025-07-27 22:25:26.834944
288,Cliente_288,cliente288@email.com,34.0,Bilbao,32826.24012446142,2018-05-16 22:25:26.827944,A,+34 610601417,Sí,100,2025-01-29 22:25:26.834944
289,Cliente_289,cliente289@email.com,79.0,Valencia,28110.915405797496,2019-03-01 22:25:26.827944,B,+34 628116038,No,N/A,2024-04-19 22:25:26.834944
290,Cliente_290,cliente290@email.com,,Barcelona,19237.722208783773,2021-05-09 22:25:26.827944,D,+34 686087660,0,-1,2024-01-10 22:25:26.834944
291,,cliente291@email.com,30.0,Valencia,30446.688948519357,2020-06-24 22:25:26.827944,F,+34 639028092,1,100,2024-08-05 22:25:26.834944
292,Cliente_292,cliente292@email.com,28.0,Barcelona,78645.09966394854,2017-03-13 22:25:26.827944,A,+34 619787044,1,-1,2025-07-22 22:25:26.834944
293,Cliente_293,cliente293@email.com,29.0,Barcelona,32610.278349309054,2016-07-24 22:25:26.827944,F,+34 637706524,True,N/A,2024-03-12 22:25:26.834944
294,Cliente_294,cliente294@email.com,46.0,Málaga,33686.0097438203,2025-04-05 22:25:26.827944,C,+34 694064834,No,300,2024-01-20 22:25:26.834944
295,Cliente_295,cliente295@email.com,,Madrid,17079.244464648844,2021-08-17 22:25:26.827944,INVALID,+34 667178382,No,100,2023-11-09 22:25:26.834944
296,Cliente_296,cliente296@email.com,65.0,Desconocido,16793.070527663913,2024-10-15 22:25:26.827944,C,+34 684062435,False,500,2025-03-15 22:25:26.834944
297,Cliente_297,cliente297@email.com,39.0,Valencia,44432.990318926764,2021-02-22 22:25:26.827944,E,+34 627082158,False,200,2024-10-05 22:25:26.834944
298,Cliente_298,cliente298@email.com,72.0,Desconocido,29207.100685630496,2024-11-26 22:25:26.827944,B,+34 692394931,0,500,2024-06-20 22:25:26.834944
299,Cliente_299,cliente299@email.com,77.0,Valencia,18284.693561026637,2020-10-21 22:25:26.827944,C,+34 621978898,0,200,2023-12-09 22:25:26.834944
300,Cliente_300,cliente300@email.com,,Málaga,24442.405474657215,2020-05-25 22:25:26.827944,G,+34 640784489,False,NULL,2025-02-25 22:25:26.834944
301,Cliente_301,cliente301@email.com,36.0,Bilbao,14841.088699400892,2023-07-13 22:25:26.827944,F,+34 690573844,0,-1,2024-05-31 22:25:26.834944
302,Cliente_302,cliente302@email.com,72.0,Desconocido,28992.246290071245,2017-04-29 22:25:26.827944,B,+34 665034404,Sí,100,2025-08-16 22:25:26.834944
303,Cliente_303,cliente303@email.com,72.0,Bilbao,42474.42461496703,2021-08-21 22:25:26.827944,INVALID,+34 643640858,False,100,2025-09-12 22:25:26.834944
304,Cliente_304,cliente304@email.com,63.0,NULL,29584.93998608608,2024-09-09 22:25:26.827944,G,+34 619553590,No,NULL,2025-03-22 22:25:26.834944
305,Cliente_305,cliente305@email.com,66.0,Madrid,65454.50165513077,2018-03-06 22:25:26.827944,C,+34 669427484,Sí,200,2025-09-13 22:25:26.834944
306,Cliente_306,cliente306@email.com,56.0,Madrid,36320.39352073502,2016-12-19 22:25:26.827944,E,+34 665091864,0,300,2025-05-01 22:25:26.834944
307,Cliente_307,cliente307@email.com,29.0,Sevilla,33449.316717633184,2020-05-24 22:25:26.827944,D,+34 678058309,1,N/A,2025-09-30 22:25:26.834944
308,Cliente_308,correo_no_valido,68.0,Málaga,16375.468035512915,2020-07-19 22:25:26.827944,E,+34 612063550,True,500,2025-06-25 22:25:26.834944
309,Cliente_309,cliente309@email.com,74.0,Bilbao,26421.998297359998,2016-06-28 22:25:26.827944,G,+34 674409123,False,NULL,2024-02-10 22:25:26.834944
310,Cliente_310,cliente310@email.com,22.0,Barcelona,18314.792354494617,2020-10-10 22:25:26.827944,A,+34 606295425,1,-1,2024-08-17 22:25:26.834944
311,Cliente_311,cliente311@email.com,67.0,Valencia,-2484.678426061855,2025-01-01 22:25:26.827944,C,+34 609472917,0,NULL,2024-08-28 22:25:26.834944
312,,cliente312@email.com,74.0,Madrid,44613.933331932116,2015-12-12 22:25:26.827944,G,+34 602429151,No,500,2023-11-30 22:25:26.834944
313,Cliente_313,cliente313@email.com,19.0,Desconocido,22328.241666746533,2018-04-24 22:25:26.827944,A,+34 664617617,True,500,2024-06-24 22:25:26.834944
314,Cliente_314,correo_no_valido,20.0,Valencia,18593.99888500041,2023-06-18 22:25:26.827944,A,+34 663808437,1,-1,2024-09-26 22:25:26.834944
315,Cliente_315,correo_no_valido,,Valencia,33158.550509376975,2018-10-06 22:25:26.827944,F,+34 614700387,True,-1,2024-12-15 22:25:26.834944
316,Cliente_316,cliente316@email.com,69.0,Sevilla,37687.49328332276,2022-09-24 22:25:26.827944,B,+34 695943709,False,100,2025-04-07 22:25:26.834944
317,Cliente_317,cliente317@email.com,54.0,Bilbao,25188.37750640582,2021-11-29 22:25:26.827944,F,+34 672630316,0,500,2024-02-27 22:25:26.834944
318,Cliente_318,cliente318@email.com,66.0,Madrid,29960.974985864723,2025-04-11 22:25:26.827944,C,+34 641505238,No,N/A,2024-12-09 22:25:26.834944
319,Cliente_319,cliente319@email.com,30.0,Valencia,41192.81110971604,2023-13-45,A,+34 692776481,0,N/A,2024-10-27 22:25:26.834944
320,Cliente_320,cliente320@email.com,27.0,Madrid,24597.096080850784,2016-05-20 22:25:26.827944,INVALID,+34 625492108,True,200,2024-07-31 22:25:26.834944
321,Cliente_321,cliente321@email.com,44.0,Barcelona,34535.00612645001,2024-06-25 22:25:26.827944,G,+34 670886205,1,NULL,2025-06-23 22:25:26.834944
322,Cliente_322,cliente322@email.com,33.0,Sevilla,5111.330724162744,2016-05-23 22:25:26.827944,D,+34 631278965,False,-1,2024-01-22 22:25:26.834944
323,Cliente_323,cliente323@email.com,31.0,Barcelona,11380.215023583769,2017-04-20 22:25:26.827944,A,+34 642211548,False,100,No registrada
324,Cliente_324,cliente324@email.com,77.0,Madrid,39083.096671206054,2020-08-11 22:25:26.827944,G,+34 604585315,0,N/A,2024-03-07 22:25:26.834944
325,Cliente_325,cliente325@email.com,33.0,NULL,10596.620412490523,2015-12-03 22:25:26.827944,INVALID,+34 647614485,1,300,No registrada
326,Cliente_326,cliente326@email.com,72.0,Desconocido,33512.063206699444,2015-12-26 22:25:26.827944,D,+34 688862643,1,100,2025-06-27 22:25:26.834944
327,Cliente_327,cliente327@email.com,69.0,Madrid,27795.01826704391,2018-11-08 22:25:26.827944,F,+34 668879267,True,100,No registrada
328,Cliente_328,cliente328@email.com,,Bilbao,24532.99106219657,2022-12-23 22:25:26.827944,F,+34 648291558,0,N/A,2024-03-09 22:25:26.834944
329,Cliente_329,cliente329@email.com,37.0,Valencia,17573.05846548408,2025-04-04 22:25:26.827944,B,+34 674677234,0,300,2024-04-07 22:25:26.834944
330,Cliente_330,cliente330@email.com,23.0,Valencia,43640.10027158064,2024-12-28 22:25:26.827944,G,+34 621706642,Sí,200,2025-10-05 22:25:26.834944
331,Cliente_331,cliente331@email.com,26.0,Barcelona,55948.36731779753,2018-06-04 22:25:26.827944,A,+34 699235365,0,N/A,2023-11-12 22:25:26.834944
332,Cliente_332,cliente332@email.com,15.0,Desconocido,34502.88243900292,2020-05-21 22:25:26.827944,E,+34 693551173,False,300,2024-05-28 22:25:26.834944
333,Cliente_333,cliente333@email.com,72.0,Sevilla,34837.36073509226,2018-03-04 22:25:26.827944,F,+34 600506995,True,100,2024-12-05 22:25:26.834944
334,Cliente_334,cliente334@email.com,15.0,NULL,19765.040552137587,2023-13-45,F,+34 669294318,1,300,2025-01-10 22:25:26.834944
335,Cliente_335,cliente335@email.com,48.0,Málaga,12058.541522634303,2015-11-13 22:25:26.827944,B,+34 639816526,0,100,2025-06-26 22:25:26.834944
336,Cliente_336,cliente336@email.com,62.0,Desconocido,29403.91642790738,2020-11-06 22:25:26.827944,D,+34 658259896,True,NULL,2025-01-14 22:25:26.834944
337,Cliente_337,cliente337@email.com,15.0,Valencia,15393.75528062886,2017-08-31 22:25:26.827944,B,+34 669181587,0,N/A,2025-05-14 22:25:26.834944
338,Cliente_338,cliente338@email.com,30.0,Bilbao,3410.8480752626747,2016-11-16 22:25:26.827944,INVALID,+34 672336392,1,-1,2023-11-14 22:25:26.834944
339,Cliente_339,cliente339@email.com,75.0,Desconocido,42051.68718548374,2020-02-23 22:25:26.827944,A,+34 661555999,No,N/A,2025-10-10 22:25:26.834944
340,Cliente_340,cliente340@email.com,78.0,Barcelona,42782.50182377749,2024-08-17 22:25:26.827944,G,+34 650897283,1,NULL,2025-07-27 22:25:26.834944
341,Cliente_341,cliente341@email.com,77.0,Barcelona,17117.418405703585,2023-13-45,C,+34 650859057,1,500,2024-09-23 22:25:26.834944
342,Cliente_342,cliente342@email.com,36.0,Málaga,33659.464819188666,2018-02-18 22:25:26.827944,C,+34 694455633,1,500,2024-11-12 22:25:26.834944
343,Cliente_343,cliente343@email.com,40.0,Bilbao,45029.2840168765,2025-02-22 22:25:26.827944,G,+34 660321284,0,500,2025-06-17 22:25:26.834944
